NExScI Disposition,KOI Name,Kepler Name,Planet Radius,Stellar Radius,Metallicity,Stellar Mass
CONFIRMED,K03057.02,Kepler-405 b,2.060,0.877,-0.120,0.973
FALSE POSITIVE,K07649.01,,4.500,1.162,0.070,1.232
CANDIDATE,K03343.01,,2.890,1.180,0.160,0.937
CANDIDATE,K04967.01,,1.940,1.031,-0.120,1.091
FALSE POSITIVE,K01093.01,,47.750,1.954,-0.220,1.158
CANDIDATE,K02066.01,,3.330,0.950,0.000,0.905
CONFIRMED,K00490.01,Kepler-167 b,1.410,0.692,-0.020,0.776
CONFIRMED,K00490.02,Kepler-167 e,9.270,0.692,-0.020,0.776
CONFIRMED,K00490.03,Kepler-167 c,1.370,0.692,-0.020,0.776
CONFIRMED,K00490.04,Kepler-167 d,1.110,0.692,-0.020,0.776
FALSE POSITIVE,K04968.01,,38.320,12.927,-0.080,0.917
CONFIRMED,K01106.01,Kepler-769 b,2.470,1.176,0.160,1.140
CONFIRMED,K01106.02,Kepler-769 c,1.620,1.176,0.160,1.140
CANDIDATE,K01106.03,,1.500,1.176,0.160,1.140
FALSE POSITIVE,K03515.01,,197.850,2.012,-0.360,1.183
FALSE POSITIVE,K03185.01,,0.790,2.152,0.100,1.803
FALSE POSITIVE,K01098.01,,23.600,0.960,-0.040,1.047
FALSE POSITIVE,K04141.01,,129.670,4.569,-0.120,1.778
FALSE POSITIVE,K05984.01,,1794.200,0.720,-0.980,0.675
FALSE POSITIVE,K02863.01,,0.690,0.904,-0.340,0.949
FALSE POSITIVE,K02824.01,,1.670,0.915,-0.080,1.002
FALSE POSITIVE,K06312.01,,47.620,0.648,-0.780,0.695
FALSE POSITIVE,K07650.01,,0.850,1.029,0.340,0.945
FALSE POSITIVE,K06313.01,,0.860,0.864,-0.100,0.961
CONFIRMED,K04347.01,Kepler-1592 b,0.990,0.819,-0.500,0.922
FALSE POSITIVE,K06314.01,,16.500,0.826,-0.040,0.926
FALSE POSITIVE,K03977.01,,41.080,0.908,-0.300,0.950
CONFIRMED,K01101.01,Kepler-768 b,1.670,0.728,0.070,0.836
CANDIDATE,K00799.01,,32.430,0.973,-0.180,0.889
CONFIRMED,K01089.01,Kepler-418 b,9.830,1.081,-0.060,0.957
CANDIDATE,K01089.02,,5.100,1.081,-0.060,0.957
FALSE POSITIVE,K06316.01,,49.460,0.962,-0.480,0.898
FALSE POSITIVE,K00121.01,,63.660,2.404,-0.120,1.333
FALSE POSITIVE,K04035.01,,47.940,1.000,0.000,1.000
FALSE POSITIVE,K04397.01,,1.420,0.848,-0.300,0.938
FALSE POSITIVE,K01759.01,,44.900,1.083,-0.320,1.007
FALSE POSITIVE,K00006.01,,1.740,1.580,0.000,1.160
FALSE POSITIVE,K06317.01,,82.220,1.508,-0.080,1.346
CANDIDATE,K02052.01,,4.310,1.140,0.070,1.213
FALSE POSITIVE,K07651.01,,2.530,0.729,-0.500,0.823
FALSE POSITIVE,K06319.01,,68.860,0.899,-0.100,0.826
CONFIRMED,K00377.01,Kepler-9 b,7.740,0.956,0.120,1.034
FALSE POSITIVE,K03781.01,,399.440,8.058,-0.120,1.101
FALSE POSITIVE,K03084.01,,0.920,0.812,-0.320,0.900
CONFIRMED,K01830.01,Kepler-967 b,2.220,0.800,0.000,0.825
CONFIRMED,K01830.02,Kepler-967 c,3.560,0.800,0.000,0.825
FALSE POSITIVE,K06321.01,,191.420,2.638,0.100,1.938
FALSE POSITIVE,K03635.01,,36.160,0.661,0.180,0.656
FALSE POSITIVE,K02157.01,,21.430,0.951,0.070,1.065
FALSE POSITIVE,K01994.01,,25.840,1.000,0.140,1.088
FALSE POSITIVE,K04174.01,,1.290,0.971,0.020,1.057
FALSE POSITIVE,K03011.01,,1.660,1.024,-0.120,1.086
CANDIDATE,K03075.01,,0.920,1.125,-0.280,0.837
CANDIDATE,K01095.01,,6.570,0.859,-0.060,0.957
FALSE POSITIVE,K06322.01,,1.980,1.124,-0.140,0.959
FALSE POSITIVE,K04533.01,,0.140,0.132,0.000,0.107
FALSE POSITIVE,K03632.01,,46.240,1.117,-0.060,1.051
FALSE POSITIVE,K06323.01,,55.690,1.247,-0.340,1.021
FALSE POSITIVE,K03247.01,,0.900,2.106,0.070,1.987
FALSE POSITIVE,K02740.01,,0.970,1.004,-0.440,0.931
FALSE POSITIVE,K04275.01,,0.770,0.782,-0.420,0.746
FALSE POSITIVE,K03172.01,,39.060,1.606,-0.040,1.140
FALSE POSITIVE,K00965.01,,51.860,1.035,0.180,1.018
FALSE POSITIVE,K01114.01,,25.200,1.068,0.000,0.960
FALSE POSITIVE,K02265.01,,2.270,2.088,-0.100,1.256
FALSE POSITIVE,K06324.01,,5.650,6.669,0.070,2.334
FALSE POSITIVE,K06325.01,,0.850,0.835,-0.220,0.821
FALSE POSITIVE,K03795.01,,89.790,1.171,-0.220,0.960
FALSE POSITIVE,K03796.01,,51.110,5.721,-0.100,0.949
CONFIRMED,K01845.01,Kepler-975 b,3.970,1.667,0.560,0.951
CANDIDATE,K01845.02,,10.690,1.667,0.560,0.951
FALSE POSITIVE,K06326.01,,121.590,1.626,0.140,0.934
CANDIDATE,K04972.01,,1.350,1.214,0.140,1.241
FALSE POSITIVE,K00441.01,,30.740,1.138,-0.140,1.051
FALSE POSITIVE,K03677.01,,63.570,1.165,-0.120,1.152
FALSE POSITIVE,K04973.01,,1.820,2.455,-0.040,1.357
FALSE POSITIVE,K06327.01,,45.200,1.024,-0.120,1.086
FALSE POSITIVE,K03278.01,,2.780,0.839,0.070,0.952
FALSE POSITIVE,K00402.01,,15.290,0.973,-0.060,1.055
CONFIRMED,K02278.01,Kepler-376 c,2.390,1.314,-0.020,0.998
CONFIRMED,K02278.02,Kepler-376 b,1.180,1.314,-0.020,0.998
FALSE POSITIVE,K03215.01,,0.480,0.976,-0.060,0.918
CONFIRMED,K00800.01,Kepler-234 b,3.120,1.076,0.070,1.169
CONFIRMED,K00800.02,Kepler-234 c,3.320,1.076,0.070,1.169
FALSE POSITIVE,K04860.01,,1.880,1.077,-0.180,1.062
FALSE POSITIVE,K06328.01,,1.900,2.117,-0.460,0.977
FALSE POSITIVE,K01181.01,,33.650,1.061,0.260,0.975
FALSE POSITIVE,K03764.01,,235.580,3.584,-0.200,0.891
FALSE POSITIVE,K01772.01,,15.080,0.668,0.140,0.688
FALSE POSITIVE,K07652.01,,3.640,2.259,0.040,1.597
CANDIDATE,K02723.01,,2.580,0.946,0.120,1.020
CANDIDATE,K06329.01,,2.060,2.109,0.160,1.221
FALSE POSITIVE,K05985.01,,63.990,1.609,-0.560,0.910
FALSE POSITIVE,K07653.01,,2.200,2.183,-0.120,1.190
FALSE POSITIVE,K01196.01,,3.320,1.548,0.160,1.019
CONFIRMED,K01196.02,Kepler-274 b,2.610,1.548,0.160,1.019
CONFIRMED,K01196.03,Kepler-274 c,3.210,1.548,0.160,1.019
FALSE POSITIVE,K04112.01,,2.600,3.247,-0.220,1.579
FALSE POSITIVE,K03590.01,,61.540,0.715,0.160,0.706
CANDIDATE,K03448.01,,2.620,1.358,0.140,1.183
FALSE POSITIVE,K03021.01,,0.780,1.047,-0.100,1.104
CONFIRMED,K00801.01,Kepler-685 b,9.730,1.106,0.160,0.935
FALSE POSITIVE,K06330.01,,84.490,1.558,-0.420,1.572
CONFIRMED,K00384.01,Kepler-541 b,3.950,2.520,-0.040,1.359
FALSE POSITIVE,K07654.01,,6.360,1.000,0.000,1.000
CONFIRMED,K02444.01,Kepler-1241 b,2.530,0.829,-0.080,0.928
FALSE POSITIVE,K04975.01,,4.100,0.897,-0.080,0.992
CANDIDATE,K06331.01,,1.360,0.804,-0.300,0.897
CANDIDATE,K00268.01,,3.020,1.359,-0.060,1.175
CONFIRMED,K02662.01,Kepler-1308 b,0.790,0.433,0.070,0.470
FALSE POSITIVE,K06332.01,,22.110,0.794,-0.500,0.721
FALSE POSITIVE,K03582.01,,42.780,0.737,0.440,0.729
CONFIRMED,K03415.01,Kepler-1493 b,1.770,1.382,0.000,1.011
FALSE POSITIVE,K06333.01,,0.990,1.105,-0.120,1.145
FALSE POSITIVE,K00549.01,,39.140,1.608,0.340,1.121
FALSE POSITIVE,K00549.02,,28.580,1.608,0.340,1.121
CONFIRMED,K01204.01,Kepler-788 b,2.000,1.044,-0.180,1.096
FALSE POSITIVE,K00300.01,,2.070,1.796,-0.340,1.023
FALSE POSITIVE,K04527.01,,0.790,1.055,-0.240,1.003
FALSE POSITIVE,K04980.01,,79.990,1.080,-0.420,1.088
FALSE POSITIVE,K03509.01,,164.460,7.746,-0.320,1.975
FALSE POSITIVE,K07655.01,,1.020,0.664,0.120,0.657
CANDIDATE,K03876.01,,1.960,0.884,0.060,0.971
FALSE POSITIVE,K06334.01,,446.290,3.369,-0.340,1.957
CANDIDATE,K02288.01,,4.080,0.771,-0.360,0.721
FALSE POSITIVE,K06335.01,,0.890,0.996,-0.100,1.070
FALSE POSITIVE,K00976.01,,78.540,1.717,0.210,1.620
FALSE POSITIVE,K03593.01,,45.430,2.079,-0.260,1.250
CONFIRMED,K01218.01,Kepler-795 b,1.740,0.996,0.000,0.911
FALSE POSITIVE,K08087.01,,29.660,2.404,-1.500,2.995
FALSE POSITIVE,K01185.01,,97.270,2.789,-0.340,1.378
FALSE POSITIVE,K04042.01,,6.730,2.858,-0.320,1.964
CONFIRMED,K01202.01,Kepler-787 b,1.160,0.602,-0.020,0.621
FALSE POSITIVE,K04802.01,,0.860,0.846,-0.500,0.941
FALSE POSITIVE,K01735.01,,2.780,2.584,-0.140,1.693
CONFIRMED,K00385.01,Kepler-542 b,1.590,0.888,0.000,0.862
CONFIRMED,K01198.01,Kepler-275 c,3.420,1.330,-0.080,1.080
CONFIRMED,K01198.02,Kepler-275 b,2.200,1.330,-0.080,1.080
CONFIRMED,K01198.03,Kepler-275 d,3.020,1.330,-0.080,1.080
CANDIDATE,K02043.01,,3.550,1.397,0.140,1.058
FALSE POSITIVE,K06336.01,,0.830,0.882,-0.020,0.887
FALSE POSITIVE,K07656.01,,1.720,0.865,-0.200,0.957
FALSE POSITIVE,K04982.01,,360.080,5.059,-1.740,0.757
CANDIDATE,K04205.01,,0.880,0.904,0.210,1.026
CANDIDATE,K00802.01,,13.600,0.905,-0.100,0.928
CONFIRMED,K02276.01,Kepler-1171 b,2.670,2.043,-0.360,1.462
FALSE POSITIVE,K07543.01,,12.440,5.294,-0.420,1.932
FALSE POSITIVE,K06337.01,,46.750,0.855,-0.160,0.866
FALSE POSITIVE,K03725.01,,450.760,11.820,0.070,3.083
FALSE POSITIVE,K04800.01,,0.930,0.924,-0.220,0.995
CANDIDATE,K03340.01,,0.840,0.947,-0.500,0.925
CANDIDATE,K03340.02,,1.060,0.947,-0.500,0.925
FALSE POSITIVE,K05986.01,,52.580,1.433,-0.140,1.094
FALSE POSITIVE,K07657.01,,2.110,0.784,-0.260,0.850
CONFIRMED,K00118.01,Kepler-467 b,2.290,1.317,0.000,0.961
FALSE POSITIVE,K05987.01,,55.280,9.169,0.210,2.376
FALSE POSITIVE,K02430.01,,1.500,0.950,0.140,0.893
FALSE POSITIVE,K08088.01,,2.120,0.813,0.070,0.924
FALSE POSITIVE,K03641.01,,33.240,1.148,0.000,1.064
FALSE POSITIVE,K03641.02,,,,,
CANDIDATE,K04626.01,,2.660,1.528,0.160,1.107
FALSE POSITIVE,K00491.01,,24.120,1.025,-0.100,1.088
CONFIRMED,K00624.01,Kepler-198 b,2.700,0.927,0.070,0.935
CONFIRMED,K00624.02,Kepler-198 c,2.910,0.927,0.070,0.935
CONFIRMED,K00624.03,Kepler-198 d,1.430,0.927,0.070,0.935
CANDIDATE,K04987.01,,1.030,0.387,-0.100,0.406
FALSE POSITIVE,K04137.01,,33.960,0.901,-0.660,0.837
FALSE POSITIVE,K07658.01,,0.850,0.716,-0.340,0.800
FALSE POSITIVE,K06338.01,,89.620,1.689,0.280,1.315
FALSE POSITIVE,K03628.01,,,,,
FALSE POSITIVE,K01217.01,,1.190,1.111,-0.060,1.154
FALSE POSITIVE,K06339.01,,31.350,0.708,-0.500,0.799
CONFIRMED,K00069.01,Kepler-93 b,1.560,0.894,-0.200,0.866
CANDIDATE,K03279.01,,2.420,0.960,-0.040,1.047
FALSE POSITIVE,K06340.01,,,,,
FALSE POSITIVE,K01183.01,,5.090,0.911,0.070,1.028
FALSE POSITIVE,K03629.01,,70.650,1.303,-0.220,1.087
CANDIDATE,K02755.01,,0.800,0.933,-0.160,0.940
CANDIDATE,K00366.01,,23.230,3.354,0.210,1.694
CONFIRMED,K02126.01,Kepler-1110 b,2.120,0.618,-0.680,0.607
FALSE POSITIVE,K01177.01,,25.890,0.707,-0.580,0.786
CANDIDATE,K06342.01,,0.830,1.209,-0.500,1.017
FALSE POSITIVE,K03736.01,,25.760,0.791,-0.260,0.814
CANDIDATE,K04535.01,,0.880,0.748,-0.440,0.717
CONFIRMED,K02194.01,Kepler-371 b,1.750,0.950,-0.360,0.802
CONFIRMED,K02194.02,Kepler-371 c,1.710,0.950,-0.360,0.802
CANDIDATE,K02194.03,,1.370,0.950,-0.360,0.802
FALSE POSITIVE,K06343.01,,1.960,0.947,-0.220,1.025
FALSE POSITIVE,K04191.01,,2.340,2.324,-0.200,1.529
CANDIDATE,K04357.01,,2.970,2.377,-0.180,0.889
FALSE POSITIVE,K03854.01,,22.760,0.693,-0.520,0.666
CANDIDATE,K04992.01,,1.450,0.774,-0.380,0.865
CONFIRMED,K01194.01,Kepler-415 c,2.010,0.554,-0.500,0.590
FALSE POSITIVE,K01194.02,,1.570,0.554,-0.500,0.590
CONFIRMED,K01194.03,Kepler-415 b,1.230,0.554,-0.500,0.590
FALSE POSITIVE,K00803.01,,17.470,0.824,-0.180,0.919
FALSE POSITIVE,K01213.01,,1.440,1.334,-0.540,0.858
FALSE POSITIVE,K03899.01,,56.890,1.000,0.000,1.000
FALSE POSITIVE,K06344.01,,22.170,0.724,0.020,0.818
FALSE POSITIVE,K01190.01,,23.050,0.808,-0.220,0.903
CANDIDATE,K04456.01,,1.810,1.252,0.140,0.972
FALSE POSITIVE,K06345.01,,216.310,8.586,0.100,1.969
CANDIDATE,K04307.01,,3.410,1.507,0.180,1.225
FALSE POSITIVE,K00052.01,,17.820,0.821,0.070,0.859
FALSE POSITIVE,K03440.01,,2.210,0.990,0.140,1.049
FALSE POSITIVE,K03440.02,,2.480,0.990,0.140,1.049
CONFIRMED,K00492.01,Kepler-576 b,2.900,0.969,0.180,0.855
FALSE POSITIVE,K00968.01,,5.060,3.482,-0.420,1.671
CONFIRMED,K03398.01,Kepler-1487 b,5.050,3.955,0.400,1.801
CANDIDATE,K03398.02,,7.970,3.955,0.400,1.801
CANDIDATE,K03398.03,,3.580,3.955,0.400,1.801
CANDIDATE,K08242.01,,1.360,0.801,-0.360,0.892
CONFIRMED,K03418.01,Kepler-1495 b,3.850,1.057,-0.280,0.911
CANDIDATE,K01901.01,,3.560,1.647,0.240,1.149
CONFIRMED,K03308.01,Kepler-1464 b,1.500,0.928,-0.420,0.773
CONFIRMED,K03308.02,Kepler-1464 c,0.860,0.928,-0.420,0.773
CONFIRMED,K00975.01,Kepler-21 A b,1.690,1.733,-0.100,1.162
FALSE POSITIVE,K06103.01,,9.230,3.006,0.120,1.519
CANDIDATE,K06103.02,,118.620,3.006,0.120,1.519
CONFIRMED,K01221.01,Kepler-278 b,4.540,3.051,0.240,1.414
CONFIRMED,K01221.02,Kepler-278 c,3.660,3.051,0.240,1.414
CANDIDATE,K00804.01,,2.570,0.820,-0.120,0.824
CONFIRMED,K00301.01,Kepler-135 b,2.330,1.360,0.260,1.257
CONFIRMED,K00301.02,Kepler-135 c,1.320,1.360,0.260,1.257
CONFIRMED,K03010.01,Kepler-1410 b,1.390,0.522,-0.020,0.539
CONFIRMED,K00242.01,Kepler-503 b,5.530,0.920,0.160,1.006
FALSE POSITIVE,K01192.02,,7.760,1.048,-0.040,0.889
FALSE POSITIVE,K06347.01,,1.050,0.699,-0.040,0.696
FALSE POSITIVE,K04997.01,,2.210,1.059,-0.220,1.104
FALSE POSITIVE,K04641.01,,1.260,1.176,0.060,1.056
FALSE POSITIVE,K01195.01,,36.800,0.969,-0.120,1.048
FALSE POSITIVE,K03511.01,,193.910,3.251,-0.080,2.053
FALSE POSITIVE,K03862.01,,28.570,0.834,-0.300,0.873
FALSE POSITIVE,K03862.02,,23.000,0.834,-0.300,0.873
FALSE POSITIVE,K04479.01,,29.150,0.932,-0.440,0.986
FALSE POSITIVE,K07659.01,,2.370,0.904,0.040,1.003
FALSE POSITIVE,K02596.01,,30.390,0.911,0.070,1.028
FALSE POSITIVE,K07660.01,,2.700,0.947,-0.220,1.025
FALSE POSITIVE,K07661.01,,0.700,0.951,0.020,0.936
CANDIDATE,K04385.01,,1.600,0.834,0.100,0.818
CONFIRMED,K04385.02,Kepler-1600 b,2.960,0.834,0.100,0.818
CANDIDATE,K04385.03,,1.450,0.834,0.100,0.818
CANDIDATE,K04999.01,,2.000,1.030,0.160,1.047
CANDIDATE,K01861.01,,3.560,1.329,-0.180,0.933
FALSE POSITIVE,K04249.01,,3.050,0.768,-0.440,0.714
FALSE POSITIVE,K02667.01,,1.510,0.955,-0.120,1.038
FALSE POSITIVE,K03081.01,,1.280,0.704,-0.580,0.788
FALSE POSITIVE,K01766.01,,68.810,0.750,-0.580,0.698
FALSE POSITIVE,K06348.01,,88.560,1.626,-0.040,1.028
FALSE POSITIVE,K01179.01,,56.440,1.626,-0.040,1.028
CONFIRMED,K00386.01,Kepler-146 b,3.560,1.155,-0.020,1.015
CONFIRMED,K00386.02,Kepler-146 c,3.080,1.155,-0.020,1.015
FALSE POSITIVE,K06349.01,,49.380,2.183,-0.740,0.806
FALSE POSITIVE,K06350.01,,49.080,2.313,0.040,1.302
FALSE POSITIVE,K02903.01,,1.840,1.017,0.040,1.046
CONFIRMED,K02034.01,Kepler-1065 b,3.260,0.868,-0.020,0.963
CONFIRMED,K02034.02,Kepler-1065 c,1.290,0.868,-0.020,0.963
FALSE POSITIVE,K06351.01,,43.470,0.861,-0.200,0.842
CANDIDATE,K07662.01,,3.980,3.831,-0.480,1.653
CONFIRMED,K01214.01,Kepler-793 b,1.440,1.047,-0.240,0.875
CONFIRMED,K02279.01,Kepler-377 c,2.000,1.184,0.000,1.027
CONFIRMED,K02279.02,Kepler-377 b,1.540,1.184,0.000,1.027
FALSE POSITIVE,K08243.01,,52.180,0.978,-0.600,0.772
CONFIRMED,K00302.01,Kepler-516 b,7.610,2.527,-0.020,1.700
FALSE POSITIVE,K07663.01,,0.870,1.000,0.000,1.000
CANDIDATE,K02750.01,,11.120,2.232,0.100,1.313
CANDIDATE,K06352.01,,1.160,0.910,-0.160,0.999
CANDIDATE,K08089.01,,41.550,14.907,0.210,3.295
CONFIRMED,K03893.01,Kepler-1526 b,1.860,0.653,-0.240,0.639
CONFIRMED,K02536.01,Kepler-1272 b,2.430,1.107,-0.140,1.005
FALSE POSITIVE,K02808.01,,1.920,1.827,0.080,1.209
CONFIRMED,K03966.01,Kepler-1535 b,2.570,1.115,0.000,1.044
CONFIRMED,K01207.01,Kepler-790 b,2.710,0.772,-0.300,0.726
FALSE POSITIVE,K04476.01,,0.810,0.914,-0.580,0.781
FALSE POSITIVE,K07664.01,,12.650,14.678,-0.740,1.854
CONFIRMED,K00387.01,Kepler-543 b,2.460,0.663,-0.200,0.650
CANDIDATE,K06353.01,,1.980,2.810,-0.540,1.236
CONFIRMED,K02261.01,Kepler-1164 b,1.110,0.778,-0.060,0.803
FALSE POSITIVE,K08244.01,,9.360,6.443,0.180,1.546
FALSE POSITIVE,K00805.01,,13.280,1.024,-0.100,0.874
FALSE POSITIVE,K03544.01,,278.810,3.579,0.140,1.530
FALSE POSITIVE,K03615.01,,52.090,1.215,-0.300,0.838
FALSE POSITIVE,K00045.01,,15.020,1.000,0.000,1.000
CANDIDATE,K03423.01,,2.800,1.161,0.210,1.239
CONFIRMED,K00442.01,Kepler-157 c,2.170,1.014,-0.120,0.918
CONFIRMED,K00442.02,Kepler-157 b,1.370,1.014,-0.120,0.918
CONFIRMED,K00442.03,Kepler-157 d,1.560,1.014,-0.120,0.918
FALSE POSITIVE,K03005.01,,1.650,2.507,-0.280,1.388
CONFIRMED,K04103.01,Kepler-1552 b,2.410,0.801,0.000,0.861
CANDIDATE,K04103.02,,1.100,0.801,0.000,0.861
CANDIDATE,K06355.01,,0.930,0.919,-0.140,0.951
CONFIRMED,K01212.01,Kepler-792 b,1.850,1.122,0.160,1.005
CONFIRMED,K01176.01,Kepler-785 b,8.780,0.503,-0.060,0.534
FALSE POSITIVE,K07544.01,,27.040,10.105,0.070,2.936
FALSE POSITIVE,K07544.02,,384.260,10.105,0.070,2.936
CONFIRMED,K02308.01,Kepler-1183 b,2.550,0.870,-0.100,0.944
FALSE POSITIVE,K07665.01,,1.260,1.014,-0.040,1.080
FALSE POSITIVE,K07666.01,,1.010,1.145,0.120,1.193
CANDIDATE,K03142.01,,2.210,1.250,0.210,1.313
FALSE POSITIVE,K05005.01,,1.400,0.985,-0.040,0.994
CANDIDATE,K03108.01,,1.860,0.894,-0.120,0.987
FALSE POSITIVE,K04057.01,,4.350,4.099,-0.060,1.907
FALSE POSITIVE,K06356.01,,9.390,0.804,-0.360,0.737
CANDIDATE,K03520.01,,89.830,1.301,0.240,1.304
FALSE POSITIVE,K03402.01,,33.270,1.000,0.210,1.066
CANDIDATE,K05007.01,,1.820,1.885,-0.060,1.141
CANDIDATE,K05007.02,,2.270,1.885,-0.060,1.141
CANDIDATE,K04853.01,,1.140,0.956,0.080,1.032
CANDIDATE,K06104.01,,2.380,0.923,-0.300,0.848
CONFIRMED,K00208.01,Kepler-493 b,10.960,1.172,0.210,1.253
CANDIDATE,K07668.01,,1.470,1.081,-0.060,1.132
FALSE POSITIVE,K03963.01,,85.250,2.817,-0.300,1.439
FALSE POSITIVE,K02141.01,,18.330,1.026,0.000,1.099
CANDIDATE,K06358.01,,1.320,0.681,-0.500,0.772
FALSE POSITIVE,K01189.01,,67.170,2.147,-0.320,1.148
CANDIDATE,K04526.01,,2.720,1.328,0.140,1.046
CANDIDATE,K04526.02,,2.090,1.328,0.140,1.046
FALSE POSITIVE,K06359.01,,40.680,0.974,-0.500,1.073
FALSE POSITIVE,K06360.01,,14.000,0.546,0.000,0.549
CANDIDATE,K00388.01,,3.260,1.775,0.040,1.080
CANDIDATE,K06361.01,,2.260,2.266,-0.360,1.263
FALSE POSITIVE,K05988.01,,23.870,0.531,-0.100,0.535
CONFIRMED,K00806.01,Kepler-30 d,8.900,0.867,0.210,0.986
CONFIRMED,K00806.02,Kepler-30 c,12.190,0.867,0.210,0.986
FALSE POSITIVE,K00027.01,,88.620,1.368,-0.380,0.969
CONFIRMED,K00443.01,Kepler-555 b,2.220,0.798,-0.440,0.887
FALSE POSITIVE,K04203.01,,3.290,3.339,-0.120,1.865
FALSE POSITIVE,K02763.01,,1.080,0.708,0.000,0.766
FALSE POSITIVE,K00493.01,,19.440,0.824,-0.320,0.895
FALSE POSITIVE,K06362.01,,40.850,0.764,-0.800,0.702
CONFIRMED,K00149.01,Kepler-473 b,4.320,1.412,0.140,1.048
FALSE POSITIVE,K00807.01,,25.690,0.915,0.210,1.034
FALSE POSITIVE,K03834.01,,17.630,0.724,-0.220,0.700
FALSE POSITIVE,K06363.01,,48.810,1.000,0.000,1.000
FALSE POSITIVE,K06364.01,,117.330,2.283,-0.580,1.502
FALSE POSITIVE,K05010.01,,0.580,0.784,-0.220,0.738
FALSE POSITIVE,K01903.01,,0.940,0.735,-0.060,0.771
FALSE POSITIVE,K05011.01,,32.540,15.155,0.070,3.055
FALSE POSITIVE,K05012.01,,2.170,0.946,-0.140,0.813
FALSE POSITIVE,K04086.01,,1.080,0.884,-0.520,0.751
FALSE POSITIVE,K06365.01,,2.430,2.095,-0.040,1.095
FALSE POSITIVE,K00808.01,,1.700,0.731,0.100,0.737
FALSE POSITIVE,K03700.01,,89.850,1.000,0.000,1.000
FALSE POSITIVE,K07669.01,,15.410,6.897,0.040,1.553
CONFIRMED,K01216.01,Kepler-794 b,2.060,1.435,0.400,1.195
FALSE POSITIVE,K05013.01,,2.040,2.087,-0.100,1.285
CONFIRMED,K00444.01,Kepler-556 b,2.080,0.953,0.000,0.894
FALSE POSITIVE,K00389.01,,1.550,0.767,-0.040,0.861
CONFIRMED,K00229.01,Kepler-497 b,5.810,1.080,0.220,0.996
CANDIDATE,K07670.01,,1.180,0.931,0.070,1.047
CONFIRMED,K02995.01,Kepler-1403 b,2.030,1.224,0.210,1.293
FALSE POSITIVE,K05014.01,,27.100,0.696,-0.060,0.688
FALSE POSITIVE,K05015.01,,52.260,0.745,-0.620,0.694
CANDIDATE,K05016.01,,1.080,3.518,0.070,2.225
CANDIDATE,K03389.01,,3.980,2.916,0.120,1.479
FALSE POSITIVE,K01187.01,,26.670,0.776,-0.240,0.869
FALSE POSITIVE,K00390.01,,1.430,0.857,-0.220,0.821
CANDIDATE,K04780.01,,1.250,0.860,0.070,0.977
FALSE POSITIVE,K02284.01,,1.500,1.348,-0.220,0.862
FALSE POSITIVE,K06366.01,,0.930,1.193,0.070,1.260
FALSE POSITIVE,K06367.01,,41.800,1.225,-0.060,1.151
FALSE POSITIVE,K07671.01,,1.770,2.338,-0.180,1.232
FALSE POSITIVE,K03808.01,,34.320,3.866,0.020,1.594
FALSE POSITIVE,K05989.01,,66.220,25.287,0.070,3.644
FALSE POSITIVE,K07672.01,,6.880,4.525,-0.320,1.628
CONFIRMED,K03002.01,Kepler-1406 b,1.310,1.131,0.000,0.945
CANDIDATE,K07673.01,,1.870,1.708,0.420,0.973
FALSE POSITIVE,K01197.01,,19.510,0.830,-0.420,0.917
FALSE POSITIVE,K05018.01,,48.590,1.006,0.100,0.887
CANDIDATE,K06368.01,,1.780,1.066,-0.060,1.122
FALSE POSITIVE,K04681.01,,1.490,1.741,-0.460,1.016
FALSE POSITIVE,K01211.01,,1.430,1.320,-0.280,1.046
FALSE POSITIVE,K00391.01,,74.690,2.721,0.200,1.401
FALSE POSITIVE,K00996.01,,24.600,0.742,-0.180,0.813
FALSE POSITIVE,K03293.01,,39.940,1.035,-0.260,1.083
FALSE POSITIVE,K03276.01,,36.800,1.046,0.360,1.152
FALSE POSITIVE,K06371.01,,123.340,1.729,-0.500,1.110
FALSE POSITIVE,K03294.01,,42.910,0.904,0.120,1.005
FALSE POSITIVE,K05990.01,,2.030,0.866,-0.040,0.965
FALSE POSITIVE,K07674.01,,1.530,1.106,-0.100,1.148
FALSE POSITIVE,K00995.01,,22.320,0.796,-0.060,0.892
FALSE POSITIVE,K03388.01,,35.100,1.078,-0.100,0.918
FALSE POSITIVE,K07675.01,,1.220,0.748,-0.240,0.838
CONFIRMED,K01199.01,Kepler-786 b,2.280,0.708,0.120,0.791
FALSE POSITIVE,K04761.01,,9.750,0.881,-0.440,0.959
FALSE POSITIVE,K02887.01,,23.410,1.002,-0.300,1.008
CANDIDATE,K01191.01,,3.290,0.905,-0.060,0.943
FALSE POSITIVE,K05020.01,,0.860,0.976,-0.280,0.936
FALSE POSITIVE,K01188.01,,21.810,0.809,-0.100,0.907
CANDIDATE,K00004.01,,12.940,2.992,-0.160,1.482
FALSE POSITIVE,K02932.01,,2.120,0.906,-0.200,0.993
FALSE POSITIVE,K00230.01,,37.240,0.878,-0.060,0.842
FALSE POSITIVE,K01182.01,,8.960,0.996,-0.100,1.070
FALSE POSITIVE,K03938.01,,104.180,58.325,0.020,1.846
FALSE POSITIVE,K04423.01,,3.210,0.963,-0.400,1.026
FALSE POSITIVE,K05023.01,,73.060,1.321,-0.240,1.342
CONFIRMED,K02289.01,Kepler-379 c,2.280,1.260,0.060,1.098
